ticker,in_orats,in_polygon,source
DRN,1,1,both
DRNA,1,0,orats
DRNZ,1,0,orats
DRQ,1,1,both
DRRX,1,1,both
DRS,1,1,both
DRSK,1,1,both
DRTE,1,0,orats
DRTS,1,1,both
DRTSW,0,1,polygon
DRTT,1,0,orats
DRTX,1,0,orats
DRUG,0,1,polygon
DRUP,1,1,both
DRV,1,1,both
DRVN,1,1,both
DRW,1,0,orats
DRWI,1,0,orats
DRYS,1,0,orats
DS,1,0,orats
DSAQ,0,1,polygon
DSAQ.U,0,1,polygon
DSCF,0,1,polygon
DSCI,1,0,orats
DSCM,1,0,orats
DSCO,1,0,orats
DSEP,0,1,polygon
DSEY,1,0,orats
DSGN,1,1,both
DSGR,1,1,both
DSGX,1,1,both
DSHK,1,0,orats
DSI,1,1,both
DSJA,0,1,polygon
DSKE,1,1,both
DSKY,1,0,orats
DSL,1,1,both
DSM,0,1,polygon
DSMC,1,1,both
DSP,1,1,both
DSPC,1,0,orats
DSPG,1,0,orats
DSS,1,1,both
DSSI,1,0,orats
DST,1,0,orats
DSTI,1,0,orats
DSTL,1,1,both
DSTX,0,1,polygon
DSU,0,1,polygon
DSW,1,0,orats
DSWL,0,1,polygon
DSX,1,1,both
DSX.WS,0,1,polygon
DSXpB,0,1,polygon
DT,1,1,both
DTAS,1,0,orats
DTB,0,1,polygon
DTC,1,1,both
DTCB,1,0,orats
DTCK,0,1,polygon
DTCR,1,0,orats
DTCX,1,0,orats
DTD,1,1,both
DTE,1,1,both
DTEA,1,0,orats
DTEC,1,1,both
DTEGY,1,0,orats
DTF,0,1,polygon
DTG,1,1,both
DTGF,1,0,orats
DTH,1,1,both
DTI,0,1,polygon
DTIL,1,1,both
DTLK,1,0,orats
DTM,1,1,both
DTN,1,0,orats
DTOX,1,0,orats
DTPI,1,0,orats
DTRE,0,1,polygon
DTSI,1,0,orats
DTSS,0,1,polygon
DTST,0,1,polygon
DTSTW,0,1,polygon
DTV,1,0,orats
DTW,0,1,polygon
DTX,1,0,orats
DUBS,1,1,both
DUDE,1,0,orats
DUETU,0,1,polygon
DUF,1,0,orats
DUG,1,1,both
DUHP,1,1,both
DUK,1,1,both
DUKB,0,1,polygon
DUKpA,0,1,polygon
DULL,0,1,polygon
DUO,0,1,polygon
DUOG,1,0,orats
DUOL,1,1,both
DUOT,1,1,both
DURA,1,1,both
DUSA,1,1,both
DUSB,0,1,polygon
DUSL,1,1,both
DUST,1,1,both
DUX,1,0,orats
DV,1,1,both
DVA,1,1,both
DVAL,0,1,polygon
DVAX,1,1,both
DVD,1,0,orats
DVIN,1,0,orats
DVLU,0,1,polygon
DVMT,1,0,orats
DVN,1,1,both
DVOL,1,1,both
DVOX,1,0,orats
DVQQ,1,0,orats
DVR,1,0,orats
DVRE,1,0,orats
DVS,1,0,orats
DVSA,1,0,orats
DVSP,1,0,orats
DVUT,1,0,orats
DVXB,1,0,orats
DVXC,1,0,orats
DVXE,1,0,orats
DVXF,1,0,orats
DVXK,1,0,orats
DVXP,1,0,orats
DVXV,1,0,orats
DVXY,1,0,orats
DVY,1,1,both
DVYA,0,1,polygon
DVYE,1,1,both
DW,1,0,orats
DWA,1,0,orats
DWAC,1,1,both
DWACU,0,1,polygon
DWACW,0,1,polygon
DWAS,1,1,both
DWAT,0,1,polygon
DWAW,0,1,polygon
DWCH,1,0,orats
DWCR,0,1,polygon
DWDP,1,0,orats
DWLD,0,1,polygon
DWM,1,1,both
DWMF,0,1,polygon
DWNFQ,1,0,orats
DWRE,1,0,orats
DWSH,0,1,polygon
DWSN,1,1,both
DWUS,0,1,polygon
DWX,1,1,both
DX,1,1,both
DXC,1,1,both
DXCM,1,1,both
DXD,1,1,both
DXF,0,1,polygon
DXJ,1,1,both
DXJS,1,1,both
DXL,1,0,orats
DXLG,1,1,both
DXM,1,0,orats
DXMM,1,0,orats
DXPE,1,1,both
DXR,0,1,polygon
DXTR,1,0,orats
DXUV,1,0,orats
DXYN,1,1,both
DXpC,0,1,polygon
DY,1,1,both
DYAI,1,1,both
DYAX,1,0,orats
DYLD,0,1,polygon
DYLG,1,0,orats
DYN,1,1,both
DYNF,1,1,both
DYNI,0,1,polygon
DYNIQ,1,0,orats
DYNT,0,1,polygon
DYNX,1,0,orats
DYTA,0,1,polygon
DZK,1,0,orats
DZSI,1,1,both
DZZ,0,1,polygon
E,1,1,both
EA,1,1,both
EAC,1,1,both
EACPW,0,1,polygon
EAD,0,1,polygon
EAF,1,1,both
EAFEQ,1,0,orats
EAGG,1,1,both
EAGL,1,0,orats
EAI,0,1,polygon
EALT,0,1,polygon
EAOA,0,1,polygon
EAOM,0,1,polygon
EAOR,0,1,polygon
EAPR,0,1,polygon
EAR,1,1,both
EARN,1,1,both
EARS,1,0,orats
EART,1,0,orats
EAS,1,0,orats
EASG,0,1,polygon
EAST,1,1,both
EAT,1,1,both
EATV,1,1,both
EATZ,1,1,both
EB,1,1,both
EBAY,1,1,both
EBC,1,1,both
EBET,1,0,orats
EBF,1,1,both
EBGMY,1,0,orats
EBIO,1,0,orats
EBIX,1,0,orats
EBIZ,1,1,both
EBLU,1,1,both
EBMT,0,1,polygon
EBND,1,1,both
EBON,1,1,both
EBR,1,1,both
EBR.B,0,1,polygon
EBRBY,1,0,orats
EBRYY,1,0,orats
EBR_B,1,0,orats
EBS,1,1,both
EBSB,1,0,orats
EBTC,1,1,both
EC,1,1,both
ECA,1,0,orats
ECAT,0,1,polygon
ECBK,0,1,polygon
ECC,0,1,polygon
ECCC,0,1,polygon
ECCV,0,1,polygon
ECCW,0,1,polygon
ECCX,0,1,polygon
ECCpD,0,1,polygon
ECDA,0,1,polygon
ECDAW,0,1,polygon
ECF,0,1,polygon
ECFpA,0,1,polygon
ECG,1,0,orats
ECH,1,1,both
ECHO,1,0,orats
ECIL,1,0,orats
ECL,1,1,both
ECLG,1,0,orats
ECLN,1,1,both
ECLP,1,0,orats
ECML,0,1,polygon
ECNS,1,1,both
ECO,0,1,polygon
ECOL,1,0,orats
ECOM,1,0,orats
ECON,1,1,both
ECOR,0,1,polygon
ECOW,1,1,both
ECPG,1,1,both
ECR,1,0,orats
ECT,1,0,orats
ECTE,1,0,orats
ECVT,1,1,both
ECX,0,1,polygon
ECYT,1,0,orats
ED,1,1,both
EDA,1,0,orats
EDAP,1,1,both
EDBL,0,1,polygon
EDBLW,0,1,polygon
EDC,1,1,both
EDD,0,1,polygon
EDE,1,0,orats
EDEN,0,1,polygon
EDF,0,1,polygon
EDGE,1,0,orats
EDIT,1,1,both
EDIV,1,1,both
EDMC,1,0,orats
EDN,0,1,polygon
EDO,1,0,orats
EDOC,1,1,both
EDOG,0,1,polygon
EDOW,1,1,both
EDR,1,1,both
EDRY,0,1,polygon
EDS,1,0,orats
EDSA,0,1,polygon
EDTK,0,1,polygon
EDU,1,1,both
EDUC,0,1,polygon
EDUT,1,0,orats
EDV,1,1,both
EDZ,1,1,both
EE,1,1,both
EEA,0,1,polygon
EEB,1,0,orats
EEE,1,0,orats
EEEE,1,0,orats
EEFT,1,1,both
EEIQ,0,1,polygon
EELV,1,1,both
EEM,1,1,both
EEMA,1,1,both
EEMD,0,1,polygon
EEMIQ,1,0,orats
EEMO,0,1,polygon
EEMS,1,1,both
EEMV,1,1,both
EEMX,1,1,both
EEP,1,0,orats
EEQ,1,0,orats
EES,1,1,both
EET,1,1,both
EETH,1,1,both
EEV,1,1,both
EEX,1,1,both
EFA,1,1,both
EFAD,1,1,both
EFAS,1,1,both
EFAV,1,1,both
EFAX,1,1,both
EFC,1,1,both
EFCpA,0,1,polygon
EFCpB,0,1,polygon
EFCpC,0,1,polygon
EFCpD,0,1,polygon
EFCpE,0,1,polygon
EFD,1,0,orats
EFG,1,1,both
EFII,1,0,orats
EFIV,0,1,polygon
EFIX,0,1,polygon
EFJI,1,0,orats
EFNL,0,1,polygon
EFO,1,1,both
EFOI,1,1,both
EFOR,1,0,orats
EFQ,1,0,orats
EFR,0,1,polygon
EFRA,0,1,polygon
EFSC,1,1,both
EFSCP,0,1,polygon
EFSH,0,1,polygon
EFT,0,1,polygon
EFTR,1,1,both
EFTRW,0,1,polygon
EFU,1,1,both
EFUT,1,1,both
EFV,1,1,both
EFX,1,1,both
EFXT,1,1,both
EFZ,1,1,both
EG,1,1,both
EGAN,1,1,both
EGAS,1,0,orats
EGBN,1,1,both
EGC,1,0,orats
EGF,0,1,polygon
EGHT,1,1,both
EGI,1,0,orats
EGIO,1,1,both
EGL,1,0,orats
EGLE,1,1,both
EGLT,1,0,orats
EGLTQ,1,0,orats
EGLX,1,0,orats
EGN,1,0,orats
EGO,1,1,both
EGOV,1,0,orats
EGOX,0,1,polygon
EGP,1,1,both
EGPT,0,1,polygon
EGRX,1,1,both
EGT,1,0,orats
EGY,1,1,both
EH,1,1,both
EHAB,1,1,both
EHC,1,1,both
EHI,0,1,polygon
EHTH,1,1,both
EIC,0,1,polygon
EICA,0,1,polygon
EICB,0,1,polygon
EICU,1,0,orats
EIDO,1,1,both
EIDX,1,0,orats
EIG,1,1,both
EIGI,1,0,orats
EIGR,1,1,both
EIM,0,1,polygon
EINC,1,1,both
EIPI,1,0,orats
EIPX,0,1,polygon
EIRL,0,1,polygon
EIS,0,1,polygon
EIX,1,1,both
EJ,1,0,orats
EJAN,0,1,polygon
EJH,0,1,polygon
EJUL,0,1,polygon
EK,1,0,orats
EKDKQ,1,0,orats
EKG,1,1,both
EKSO,1,1,both
EL,1,1,both
ELA,1,1,both
ELAB,0,1,polygon
ELAN,1,1,both
ELBM,0,1,polygon
ELC,0,1,polygon
ELD,1,1,both
ELDN,1,1,both
ELE,1,0,orats
ELEV,1,1,both
ELEYY,1,0,orats
ELF,1,1,both
ELGX,1,0,orats
ELIL,1,0,orats
ELIQ,0,1,polygon
ELK,1,0,orats
ELLI,1,0,orats
ELLO,0,1,polygon
ELMD,1,1,both
ELME,1,1,both
ELMG,1,0,orats
ELMS,1,0,orats
ELMSQ,1,0,orats
ELN,1,0,orats
ELNK,1,0,orats
ELON,1,0,orats
ELOS,1,0,orats
ELOX,1,0,orats
ELP,1,1,both
ELPC,0,1,polygon
ELR,1,0,orats
ELRC,1,0,orats
ELS,1,1,both
ELSE,0,1,polygon
ELT,1,0,orats
ELTK,0,1,polygon
ELTTY,1,0,orats
ELTX,1,1,both
ELUT,0,1,polygon
ELV,1,1,both
ELVA,1,1,both
ELVN,1,1,both
ELVT,1,0,orats
ELWS,0,1,polygon
ELX,1,0,orats
ELY,1,0,orats
ELYM,0,1,polygon
ELYS,1,0,orats
EM,1,1,both
EMA,1,0,orats
EMAG,1,0,orats
EMAN,1,0,orats
EMB,1,1,both
EMBC,1,1,both
EMBD,1,1,both
EMBJ,1,0,orats
EMBK,1,0,orats
EMBT,1,0,orats
EMC,1,1,both
EMCB,0,1,polygon
EMCC,0,1,polygon
EMCG,0,1,polygon
EMCGR,0,1,polygon
EMCI,1,0,orats
EMCR,0,1,polygon
EMD,0,1,polygon
EMDM,0,1,polygon
EMDV,0,1,polygon
EME,1,1,both
EMES,1,0,orats
EMET,1,0,orats
EMF,0,1,polygon
EMFM,1,1,both
EMFQ,1,1,both
EMG,1,0,orats
EMGC,1,0,orats
EMGF,1,1,both
EMHC,0,1,polygon
EMHY,0,1,polygon
EMIF,1,1,both
EMIS,1,0,orats
EMKR,1,1,both
EML,0,1,polygon
EMLC,1,1,both
EMLD,0,1,polygon
EMLDW,0,1,polygon
EMLP,1,1,both
EMM,0,1,polygon
EMMF,0,1,polygon
EMMS,1,0,orats
EMN,1,1,both
EMNT,0,1,polygon
EMO,0,1,polygon
EMP,0,1,polygon
EMPD,1,0,orats
EMQQ,1,1,both
EMR,1,1,both
EMS,1,0,orats
EMSF,0,1,polygon
EMSG,0,1,polygon
EMTL,0,1,polygon
EMTY,1,1,both
EMV,1,0,orats
EMWP,1,0,orats
EMX,1,1,both
EMXC,1,1,both
EMXF,0,1,polygon
ENB,1,1,both
ENBL,1,0,orats
ENCP,0,1,polygon
ENCY,1,0,orats
END,1,0,orats
ENDP,1,0,orats
ENDRQ,1,0,orats
ENER,1,0,orats
ENERQ,1,0,orats
ENFN,1,1,both
ENFR,1,1,both
ENFY,1,0,orats
ENG,1,1,both
ENGN,1,1,both
ENGNW,0,1,polygon
ENH,1,0,orats
ENI,1,0,orats
ENIA,1,0,orats
ENIC,1,1,both
ENJ,0,1,polygon
ENLC,1,1,both
ENLK,1,0,orats
ENLT,1,1,both
ENLV,1,1,both
ENN,1,0,orats
ENO,0,1,polygon
ENOB,1,0,orats
ENOC,1,0,orats
ENOR,0,1,polygon
ENOV,1,1,both
ENP,1,0,orats
ENPH,1,1,both
ENPX,1,0,orats
ENR,1,1,both
ENRG,1,1,both
ENS,1,1,both
ENSC,1,1,both
ENSG,1,1,both
ENSV,1,1,both
ENT,1,0,orats
ENTA,1,1,both
ENTG,1,1,both
ENTL,1,0,orats
ENTR,1,1,both
ENTU,1,0,orats
ENTX,1,1,both
ENV,1,1,both
ENVA,1,1,both
ENVB,1,1,both
ENVI,1,0,orats
ENVX,1,1,both
ENWV,1,0,orats
ENX,0,1,polygon
ENZ,1,1,both
ENZB,1,0,orats
ENZL,1,1,both
ENZN,1,0,orats
ENZY,1,0,orats
EOC,1,0,orats
EOCC,1,0,orats
EOCT,0,1,polygon
EOD,0,1,polygon
EOG,1,1,both
EOI,0,1,polygon
EOLS,1,1,both
EOP,1,0,orats
EOPN,1,0,orats
EOS,0,1,polygon
EOSE,1,1,both
EOSEW,0,1,polygon
EOSU,1,0,orats
EOT,0,1,polygon
EOX,1,0,orats
EP,1,1,both
EPAC,1,1,both
EPAM,1,1,both
EPAX,1,0,orats
EPAY,1,0,orats
EPB,1,0,orats
EPC,1,1,both
EPD,1,1,both
EPE,1,0,orats
EPEX,1,0,orats
EPEXQ,1,0,orats
EPHC,1,0,orats
EPHE,1,1,both
EPHY,1,0,orats
EPI,1,1,both
EPIC,1,0,orats
EPIQ,1,0,orats
EPIX,1,1,both
EPL,1,0,orats
EPM,1,1,both
EPOC,1,0,orats
EPOL,1,1,both
EPOW,0,1,polygon
EPP,1,1,both
EPR,1,1,both
EPRF,0,1,polygon
EPRS,1,0,orats
EPRSQ,1,0,orats
EPRT,1,1,both
EPRpC,0,1,polygon
EPRpE,0,1,polygon
EPRpG,0,1,polygon
EPS,1,1,both
EPSN,1,1,both
EPU,1,1,both
EPV,1,1,both
EPX,1,0,orats
EPZM,1,0,orats
EPpC,0,1,polygon
EQ,1,1,both
EQAL,1,1,both
EQBK,1,1,both
EQC,1,1,both
EQCpD,0,1,polygon
EQGP,1,0,orats
EQH,1,1,both
EQHpA,0,1,polygon
EQHpC,0,1,polygon
EQIX,1,1,both
EQL,1,1,both
EQLS,0,1,polygon
EQM,1,0,orats
EQNR,1,1,both
EQOS,1,0,orats
EQPT,1,0,orats
EQR,1,1,both
EQRR,0,1,polygon
EQRX,1,0,orats
EQS,0,1,polygon
EQT,1,1,both
EQTY,1,1,both
EQU,1,0,orats
EQWL,1,1,both
EQX,1,1,both
EQY,1,0,orats
ERA,1,0,orats
ERAS,1,1,both
ERC,0,1,polygon
ERES,1,0,orats
ERET,0,1,polygon
ERF,1,1,both
ERH,0,1,polygon
ERI,1,0,orats
ERIC,1,1,both
ERIE,1,1,both
ERII,1,1,both
ERJ,1,1,both
ERN,1,0,orats
ERNA,0,1,polygon
ERO,1,1,both
EROC,1,0,orats
EROS,1,0,orats
ERPL,1,0,orats
ERPLQ,1,0,orats
ERT,1,0,orats
ERTH,1,1,both
ERTS,1,0,orats
ERUS,1,0,orats
ERX,1,1,both
ERY,1,1,both
ERYP,1,0,orats
ES,1,1,both
ESAB,1,1,both
ESAC,0,1,polygon
ESBA,0,1,polygon
ESC,1,0,orats
ESCA,1,1,both
ESCL,1,0,orats
ESCR,1,1,both
ESCRQ,1,0,orats
ESE,1,1,both
ESEA,1,1,both
ESEB,0,1,polygon
ESG,0,1,polygon
ESGA,0,1,polygon
ESGB,0,1,polygon
ESGC,1,0,orats
ESGD,1,1,both
ESGE,1,1,both
ESGG,0,1,polygon
ESGL,0,1,polygon
ESGLW,0,1,polygon
ESGN,0,1,polygon
ESGR,1,1,both
ESGRO,0,1,polygon
ESGRP,0,1,polygon
ESGS,0,1,polygon
ESGU,1,1,both
ESGV,1,1,both
ESGY,0,1,polygon
ESHA,0,1,polygon
ESHAR,0,1,polygon
ESHY,0,1,polygon
ESI,1,1,both
ESIC,1,0,orats
ESINQ,1,0,orats
ESIO,1,0,orats
ESIX,0,1,polygon
ESK,1,0,orats
ESL,1,0,orats
ESLA,0,1,polygon
ESLR,1,0,orats
ESLRD,1,0,orats
ESLRQ,1,0,orats
ESLT,1,1,both
ESMK,1,0,orats
ESML,1,1,both
ESMT,1,1,both
ESMV,0,1,polygon
ESND,1,0,orats
ESNT,1,1,both
ESOA,0,1,polygon
ESP,0,1,polygon
ESPD,1,0,orats
ESPO,1,1,both
ESPR,1,1,both
ESQ,0,1,polygon
ESRT,1,1,both
ESRX,1,0,orats
ESS,1,1,both
ESSA,1,1,both
ESSC,1,0,orats
ESST,1,0,orats
ESTA,1,1,both
ESTC,1,1,both
ESTE,1,0,orats
ESV,1,0,orats
ESXB,1,0,orats
ET,1,1,both
ETAC,1,0,orats
ETAO,0,1,polygon
ETB,0,1,polygon
ETD,1,1,both
ETE,1,0,orats
ETEC,0,1,polygon
ETFC,1,0,orats
ETFCD,1,0,orats
ETG,0,1,polygon
ETH,1,0,orats
ETHA,1,0,orats
ETHB,1,0,orats
ETHD,1,0,orats
ETHE,1,0,orats
ETHM,1,0,orats
ETHO,1,1,both
ETHT,1,0,orats
ETHU,1,0,orats
ETHV,1,0,orats
ETHW,1,0,orats
ETHZ,1,0,orats
ETIp,0,1,polygon
ETJ,0,1,polygon
ETM,1,0,orats
ETN,1,1,both
ETNB,1,1,both
ETO,0,1,polygon
ETON,1,1,both
ETOR,1,0,orats
ETP,1,0,orats
ETQ,1,0,orats
ETR,1,1,both
ETRM,1,0,orats
ETRN,1,1,both
ETSY,1,1,both
ETU,1,0,orats
ETV,0,1,polygon
ETW,0,1,polygon
ETWO,1,1,both
ETWO.WS,0,1,polygon
ETX,0,1,polygon
ETY,0,1,polygon
ETpC,0,1,polygon
ETpD,0,1,polygon
ETpE,0,1,polygon
ETpI,0,1,polygon
EU,1,1,both
EUAD,1,0,orats
EUDA,0,1,polygon
EUDAW,0,1,polygon
EUDG,1,1,both
EUDV,0,1,polygon
EUFN,1,1,both
EUFX,1,0,orats
EUHY,1,0,orats
EUI,1,0,orats
EUM,1,1,both
EUO,1,1,both
EUR,1,0,orats
EURL,1,1,both
EURN,1,1,both
EUSA,1,1,both
EUSB,0,1,polygon
EUSC,1,1,both
EUU,1,0,orats
EV,1,1,both
EVA,1,1,both
EVAV,1,1,both
EVAX,1,1,both
EVBG,1,1,both
EVBN,0,1,polygon
EVC,1,1,both
EVCM,1,1,both
EVDY,1,0,orats
EVE,0,1,polygon
EVE.U,0,1,polygon
EVEIQ,1,0,orats
EVEP,1,0,orats
EVER,1,1,both
EVEX,1,1,both
EVEX.WS,0,1,polygon
EVF,0,1,polygon
EVFM,1,0,orats
EVG,0,1,polygon
EVGN,1,1,both
EVGO,1,1,both
EVGOW,0,1,polygon
EVGR,0,1,polygon
EVGRU,0,1,polygon
EVH,1,1,both
EVHC,1,0,orats
EVHY,0,1,polygon
EVI,0,1,polygon
EVIM,0,1,polygon
EVIX,1,0,orats
EVLO,1,0,orats
EVLV,1,1,both
EVLVW,0,1,polygon
EVM,0,1,polygon
EVMN,1,0,orats
EVMT,1,1,both
EVN,0,1,polygon
EVNT,0,1,polygon
EVO,0,1,polygon
EVOK,1,1,both
EVOL,1,0,orats
EVOP,1,0,orats
EVR,1,1,both
EVRG,1,1,both
EVRI,1,1,both
EVSB,0,1,polygon
EVT,0,1,polygon
EVTC,1,1,both
EVTL,1,1,both
EVTL.WS,0,1,polygon
EVTV,1,1,both
EVUS,0,1,polygon
EVV,0,1,polygon
EVVV,1,0,orats
EVX,1,1,both
EVXX,0,1,polygon
EW,1,1,both
EWA,1,1,both
EWBC,1,1,both
EWC,1,1,both
EWCO,1,0,orats
EWCZ,1,1,both
EWD,1,1,both
EWEB,1,0,orats
EWG,1,1,both
EWGS,1,0,orats
EWH,1,1,both
EWI,1,1,both
EWJ,1,1,both
EWJV,0,1,polygon
EWK,1,1,both
EWL,1,1,both
EWM,1,1,both
EWMC,1,0,orats
EWN,1,1,both
EWO,1,1,both
EWP,1,1,both
EWQ,1,1,both
EWRE,1,0,orats
EWS,1,1,both
EWT,1,1,both
EWTX,1,1,both
EWU,1,1,both
EWUS,1,1,both
EWV,1,1,both
EWW,1,1,both
EWX,1,1,both
EWY,1,1,both
EWZ,1,1,both
EWZS,1,1,both
EXA,1,0,orats
EXAC,1,0,orats
EXAI,1,1,both
EXAM,1,0,orats
EXAR,1,0,orats
EXAS,1,1,both
EXB,1,0,orats
EXBD,1,0,orats
EXC,1,1,both
EXE,1,0,orats
EXEL,1,1,both
EXFY,1,1,both
EXG,0,1,polygon
EXH,1,0,orats
EXI,1,1,both
EXK,1,1,both
EXL,1,0,orats
EXLP,1,0,orats
EXLS,1,1,both
EXM,1,0,orats
EXMCF,1,0,orats
EXMCQ,1,0,orats
EXP,1,1,both
EXPC,1,0,orats
EXPD,1,1,both
EXPE,1,1,both
EXPI,1,1,both
EXPO,1,1,both
EXPR,1,1,both
EXQ,1,0,orats
EXR,1,1,both
EXTN,1,0,orats
EXTO,0,1,polygon
EXTR,1,1,both
EXXI,1,0,orats
EXXID,1,0,orats
EXXIQ,1,0,orats
EYE,1,1,both
EYEG,0,1,polygon
EYEN,1,1,both
EYES,1,0,orats
EYLD,0,1,polygon
EYPT,1,1,both
EZA,1,1,both
EZBC,1,0,orats
EZCH,1,0,orats
EZET,1,0,orats
EZFL,0,1,polygon
EZGO,0,1,polygon
EZJ,1,1,both
EZM,1,1,both
EZPW,1,1,both
EZQ,1,0,orats
EZU,1,1,both
F,1,1,both
FA,1,1,both
FAA,1,0,orats
FAAR,0,1,polygon
FAB,1,1,both
FACT,1,0,orats
FAD,1,1,both
FAF,1,1,both
FAII,1,0,orats
FAIL,0,1,polygon
FALC,1,0,orats
FALN,1,1,both
FAM,0,1,polygon
FAMI,0,1,polygon
FAN,1,1,both
FANG,1,1,both
FANH,1,1,both
FAPR,0,1,polygon
FARM,1,1,both
FARO,1,1,both
FAS,1,1,both
FAST,1,1,both
FAT,0,1,polygon
FATBB,0,1,polygon
FATBP,0,1,polygon
FATBW,0,1,polygon
FATE,1,1,both
FATH,1,1,both
FAUG,0,1,polygon
FAX,0,1,polygon
FAZ,1,1,both
FAZE,1,1,both
FB,1,0,orats
FBC,1,0,orats
FBCG,0,1,polygon
FBCM,1,0,orats
FBCV,0,1,polygon
FBGX,0,1,polygon
FBHS,1,0,orats
FBIN,1,1,both
FBIO,1,1,both
FBIOP,0,1,polygon
FBIZ,1,1,both
FBK,1,1,both
FBL,1,1,both
FBM,1,0,orats
FBMS,1,1,both
FBN,1,0,orats
FBNC,1,1,both
FBND,1,1,both
FBNI,1,0,orats
FBNK,1,0,orats
FBOT,1,1,both
FBP,1,1,both
FBR,1,0,orats
FBRC,1,0,orats
FBRT,1,1,both
FBRTpE,0,1,polygon
FBRX,1,1,both
FBT,1,1,both
FBTC,1,0,orats
FBTX,1,0,orats
FBY,1,1,both
FBYD,0,1,polygon
FBYDW,0,1,polygon
FBZ,1,1,both
FC,1,1,both
FCA,1,1,both
FCAC,1,0,orats
FCAL,0,1,polygon
FCAP,0,1,polygon
FCAU,1,0,orats
FCB,1,0,orats
FCBC,1,1,both
FCBP,1,0,orats
FCCO,0,1,polygon
FCEF,0,1,polygon
FCEL,1,1,both
FCE_A,1,0,orats
FCF,1,1,both
FCFS,1,1,both
FCG,1,1,both
FCGL,1,0,orats
FCGS,1,0,orats
FCH,1,0,orats
FCL,1,0,orats
FCLD,1,1,both
FCN,1,1,both
FCNCA,1,1,both
FCNCO,0,1,polygon
FCNCP,0,1,polygon
FCO,0,1,polygon
FCOM,1,1,both
FCOR,0,1,polygon
FCPI,1,1,both
FCPT,1,1,both
FCRD,1,0,orats
FCRX,0,1,polygon
FCS,1,0,orats
FCSC,1,0,orats
FCSX,1,0,orats
FCT,0,1,polygon
FCTR,1,1,both
FCUS,0,1,polygon
FCUV,1,1,both
FCVT,0,1,polygon
FCX,1,1,both
FD,1,0,orats
FDAT,0,1,polygon
FDBC,0,1,polygon
FDC,1,0,orats
FDCE,0,1,polygon
FDCF,1,1,both
FDD,1,1,both
FDEC,0,1,polygon
FDEF,1,0,orats
FDEM,1,1,both
FDEV,1,1,both
FDFF,1,1,both
FDG,1,1,both
FDGR,0,1,polygon
FDHT,1,1,both
FDHY,0,1,polygon
FDIF,0,1,polygon
FDIG,1,1,both
FDIQ,1,0,orats
FDIS,1,1,both
FDIV,0,1,polygon
FDL,1,1,both
FDLO,1,1,both
FDLS,0,1,polygon
FDM,1,1,both
FDML,1,0,orats
FDMO,1,1,both
FDMT,1,1,both
FDN,1,1,both
FDNI,1,1,both
FDO,1,0,orats
FDP,1,1,both
FDRR,1,1,both
FDRS,1,0,orats
FDRV,1,1,both
FDRY,1,0,orats
FDS,1,1,both
FDT,1,1,both
FDTB,0,1,polygon
FDTS,0,1,polygon
FDTX,1,1,both
FDUS,1,1,both
FDV,1,1,both
FDVV,1,1,both
FDWM,0,1,polygon
FDX,1,1,both
FE,1,1,both
FEAC,1,0,orats
FEAM,1,1,both
FEBO,0,1,polygon
FEBT,0,1,polygon
FEBW,0,1,polygon
FEBZ,0,1,polygon
FED,1,0,orats
FEDM,0,1,polygon
FEED,1,0,orats
FEEM,0,1,polygon
FEI,0,1,polygon
FEIC,1,0,orats
FEIG,0,1,polygon
FEIM,1,1,both
FELC,1,1,both
FELE,1,1,both
FELG,1,1,both
FELP,1,0,orats
FELV,1,1,both
FEM,1,1,both
FEMB,0,1,polygon
FEMR,1,0,orats
FEMS,1,1,both
FEMY,0,1,polygon
FEN,0,1,polygon
FENC,1,1,both
FENG,1,1,both
FENI,1,1,both
FENY,1,1,both
FEP,1,1,both
FEPI,1,1,both
FER,1,0,orats
FERG,1,1,both
FESM,1,1,both
FET,1,1,both
FETH,1,0,orats
FEUS,0,1,polygon
FEUZ,1,1,both
FEX,1,1,both
FEXD,0,1,polygon
FEXDR,0,1,polygon
FEXDU,0,1,polygon
FEYE,1,0,orats
FEZ,1,1,both
FF,1,1,both
FFA,0,1,polygon
FFAI,1,0,orats
FFBC,1,1,both
FFC,0,1,polygon
FFCH,1,0,orats
FFDI,1,0,orats
FFEB,0,1,polygon
FFED,1,0,orats
FFEDQ,1,0,orats
FFEM,1,0,orats
FFG,1,0,orats
FFGX,1,0,orats
FFH,1,0,orats
FFIC,1,1,both
FFIE,1,1,both
FFIEW,0,1,polygon
FFIN,1,1,both
FFIU,0,1,polygon
FFIV,1,1,both
FFLS,0,1,polygon
FFLV,1,0,orats
FFND,0,1,polygon
FFNW,1,1,both
FFOG,0,1,polygon
FFTY,1,1,both
FFWM,1,1,both
FG,1,1,both
FGB,0,1,polygon
FGBI,0,1,polygon
FGBIP,0,1,polygon
FGD,1,1,both
FGDL,0,1,polygon
FGEN,1,1,both
FGF,1,1,both
FGFPP,0,1,polygon
FGH,1,1,both
FGI,0,1,polygon
FGIWW,0,1,polygon
FGL,1,0,orats
FGM,1,1,both
FGN,0,1,polygon
FGNA,1,0,orats
FGNX,1,0,orats
FGP,1,0,orats
FGRO,0,1,polygon
FGRU,1,0,orats
FH,1,0,orats
FHB,1,1,both
FHCO,1,0,orats
FHEQ,1,0,orats
FHI,1,1,both
FHLC,1,1,both
